fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Id
7.3,735,0.0,2.2,0.08,18.0,28.0,99.765,3.41,0.6,9.4,5,1553
7.0,0.56,0.17,1.7,65,15.0,24.0,9.951.399.999.999.990,3.44,0.68,10.55,7,1555
6.6,0.88,0.04,2.2,66,12.0,20.0,99.636,3.53,0.56,9.9,5,1556
6.6,855,0.02,2.4,62,15.0,23.0,9.962.700.000.000.000,3.54,0.6,11.0,6,1557
6.9,0.63,0.33,6.7,235,66.0,115.0,99.787,3.22,0.56,9.5,5,1558
7.8,0.6,0.26,2.0,0.08,31.0,131.0,9.962.200.000.000.000,3.21,0.52,9.9,5,1559
7.8,0.6,0.26,2.0,0.08,31.0,131.0,9.962.200.000.000.000,3.21,0.52,9.9,5,1560
7.8,0.6,0.26,2.0,0.08,31.0,131.0,9.962.200.000.000.000,3.21,0.52,9.9,5,1561
7.2,695,0.13,2.0,76,12.0,20.0,99.546,3.29,0.54,10.1,5,1562
7.2,695,0.13,2.0,76,12.0,20.0,99.546,3.29,0.54,10.1,5,1563
6.7,0.67,0.02,1.9,61,26.0,42.0,9.948.899.999.999.990,3.39,0.82,10.9,6,1565
6.7,0.16,0.64,2.1,59.000.000.000.000.000,24.0,52.0,9.949.399.999.999.990,3.34,0.71,11.2,6,1566
7.2,695,0.13,2.0,76,12.0,20.0,99.546,3.29,0.54,10.1,5,1567
7.0,0.56,0.13,1.6,77,25.0,42.0,99.629,3.34,0.59,9.2,5,1568
6.2,0.51,0.14,1.9,55.999.999.999.999.900,15.0,34.0,9.939.600.000.000.000,3.48,0.57,11.5,6,1569
6.4,0.36,0.53,2.2,0.23,19.0,35.0,9.934,3.37,0.93,12.4,6,1570
6.4,0.38,0.14,2.2,38,15.0,25.0,9.951.399.999.999.990,3.44,0.65,11.1,6,1571
7.3,0.69,0.32,2.2,69,35.0,104.0,9.963.200.000.000.000,3.33,0.51,9.5,5,1572
6.0,0.58,0.2,2.4,75,15.0,50.0,99.467,3.58,0.67,12.5,6,1573
7.5,0.52,0.4,2.2,0.06,12.0,20.0,99.474,3.26,0.64,11.8,6,1575
8.0,0.3,0.63,1.6,81,16.0,29.0,9.958.799.999.999.990,3.3,0.78,10.8,6,1576
6.2,0.7,0.15,5.1,76,13.0,27.0,9.962.200.000.000.000,3.54,0.6,11.9,6,1577
6.8,0.67,0.15,1.8,11.800.000.000.000.000,13.0,20.0,9.954,3.42,0.67,11.3,6,1578
7.4,0.35,0.33,2.4,68,9.0,26.0,9.947,3.36,0.6,11.9,6,1580
6.1,715,0.1,2.6,53,13.0,27.0,9.936.200.000.000.000,3.57,0.5,11.9,5,1582
6.2,0.46,0.29,2.1,7.400.000.000.000.000,32.0,98.0,9.957.799.999.999.990,3.33,0.62,9.8,5,1583
6.7,0.32,0.44,2.4,61,24.0,34.0,99.484,3.29,0.8,11.6,7,1584
7.5,0.31,0.41,2.4,65,34.0,60.0,99.492,3.34,0.85,11.4,6,1586
5.8,0.61,0.11,1.8,66,18.0,28.0,9.948.299.999.999.990,3.55,0.66,10.9,6,1587
6.3,0.55,0.15,1.8,77,26.0,35.0,9.931.399.999.999.990,3.32,0.82,11.6,6,1590
5.4,0.74,0.09,1.7,8.900.000.000.000.000,16.0,26.0,9.940.200.000.000.000,3.67,0.56,11.6,6,1591
6.3,0.51,0.13,2.3,76,29.0,40.0,99.574,3.42,0.75,11.0,6,1592
6.8,0.62,0.08,1.9,68,28.0,38.0,99.651,3.42,0.82,9.5,6,1593
6.2,0.6,0.08,2.0,0.09,32.0,44.0,9.949,3.45,0.58,10.5,5,1594
5.9,0.55,0.1,2.2,62,39.0,51.0,9.951.200.000.000.000,3.52,0.76,11.2,6,1595
5.9,645,0.12,2.0,75,32.0,44.0,9.954.700.000.000.000,3.57,0.71,10.2,5,1597
